Chip Run Info,C:\Users\Teyton Lab\Dropbox (Scripps Research)\Teyton Lab\Biomark\SMS Files\20200203-GE-96x96-TNet006-Plate2\ChipRun.bml,1362427296,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2/3/2020 5:25:12 PM,00:30:38,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S75-A22,CP18 Cell15,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A23,CP18 Cell15,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A24,CP18 Cell15,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A25,CP18 Cell15,Unknown,1,BCL2,Test,16.2390112788251,1,Pass,0.0174594131105956,85.6302121759895,999,1,
S75-A26,CP18 Cell15,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A27,CP18 Cell15,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A28,CP18 Cell15,Unknown,1,CXCR3,Test,16.4958711427581,1,Pass,0.0174594131105956,86.2650393051667,999,1,
S75-A29,CP18 Cell15,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A30,CP18 Cell15,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A31,CP18 Cell15,Unknown,1,IL25,Test,14.6489864676568,1,Pass,0.0174594131105956,84.7127354981782,999,1,
S75-A32,CP18 Cell15,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A33,CP18 Cell15,Unknown,1,JAK2,Test,15.9140337807322,0,Fail,0.0174594131105956,999,999,0,
S75-A34,CP18 Cell15,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A35,CP18 Cell15,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A36,CP18 Cell15,Unknown,1,TNFRSF1B,Test,28.7059419944705,0,Fail,0.0174594131105956,999,999,0,
S75-A37,CP18 Cell15,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A38,CP18 Cell15,Unknown,1,CCR6,Test,15.0788031010788,1,Pass,0.0174594131105956,84.6815732356445,999,1,
S75-A39,CP18 Cell15,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A40,CP18 Cell15,Unknown,1,CXCR4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A41,CP18 Cell15,Unknown,1,ICAM1,Test,19.0886037740075,0,Fail,0.0174594131105956,999,88.9909175472996,0,
S75-A42,CP18 Cell15,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A43,CP18 Cell15,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A44,CP18 Cell15,Unknown,1,IRF1,Test,19.7040426082779,0,Pass,0.0174594131105956,999,88.1463677198833,0,
S75-A45,CP18 Cell15,Unknown,1,LY6E,Test,18.8128695584461,0,Fail,0.0174594131105956,999,89.8769849907693,0,
S75-A46,CP18 Cell15,Unknown,1,PTEN,Test,19.1134918472946,1,Pass,0.0174594131105956,79.0188026281124,999,1,
S75-A47,CP18 Cell15,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A48,CP18 Cell15,Unknown,1,TRAF2,Test,25.7972838523424,0,Fail,0.0174594131105956,999,77.0679971126527,0,
S75-A54,CP18 Cell15,Unknown,1,IFNGR1,Test,23.1968660729286,0,Fail,0.0174594131105956,999,77.924314457875,0,
S75-A53,CP18 Cell15,Unknown,1,ICOS,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A52,CP18 Cell15,Unknown,1,FOXP3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A51,CP18 Cell15,Unknown,1,CD53,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A50,CP18 Cell15,Unknown,1,CCR7,Test,15.2679959631636,1,Pass,0.0174594131105956,81.5821930914822,999,1,
S75-A49,CP18 Cell15,Unknown,1,C3,Test,19.1741085523443,0,Fail,0.0174594131105956,999,86.6262166384852,0,
S75-A60,CP18 Cell15,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A59,CP18 Cell15,Unknown,1,STAT5B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A58,CP18 Cell15,Unknown,1,RAC1,Test,15.4803239073194,0,Fail,0.0174594131105956,999,81.7614469786837,0,
S75-A57,CP18 Cell15,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A56,CP18 Cell15,Unknown,1,IRF2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A55,CP18 Cell15,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A66,CP18 Cell15,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A65,CP18 Cell15,Unknown,1,IFI44,Test,14.203511446572,1,Pass,0.0174594131105956,79.5207401265428,999,1,
S75-A64,CP18 Cell15,Unknown,1,FYN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A63,CP18 Cell15,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A62,CP18 Cell15,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A61,CP18 Cell15,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A72,CP18 Cell15,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A71,CP18 Cell15,Unknown,1,TBX21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A70,CP18 Cell15,Unknown,1,RAC2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A69,CP18 Cell15,Unknown,1,NLRP3,Test,16.7723643502238,1,Pass,0.0174594131105956,83.8069596360333,999,1,
S75-A68,CP18 Cell15,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A67,CP18 Cell15,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A78,CP18 Cell15,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A77,CP18 Cell15,Unknown,1,IFI44L,Test,18.1047587226387,0,Fail,0.0174594131105956,999,82.5433637557625,0,
S75-A76,CP18 Cell15,Unknown,1,GAPDH,Test,17.2738661815363,1,Pass,0.0174594131105956,81.1724419916199,999,1,
S75-A75,CP18 Cell15,Unknown,1,CDC42,Test,14.6200449848148,0,Pass,0.0174594131105956,999,71.3556159487786,0,
S75-A74,CP18 Cell15,Unknown,1,CD28,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A73,CP18 Cell15,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A84,CP18 Cell15,Unknown,1,ZAP70,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A83,CP18 Cell15,Unknown,1,TGFBR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A82,CP18 Cell15,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A81,CP18 Cell15,Unknown,1,NR4A1,Test,24.0092791622107,0,Fail,0.0174594131105956,999,91.1394296926753,0,
S75-A80,CP18 Cell15,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A79,CP18 Cell15,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A90,CP18 Cell15,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A89,CP18 Cell15,Unknown,1,IFIT1,Test,14.8310984596708,1,Pass,0.0174594131105956,80.2174350406555,999,1,
S75-A88,CP18 Cell15,Unknown,1,GATA3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A87,CP18 Cell15,Unknown,1,CTLA4,Test,15.4739335081291,1,Pass,0.0174594131105956,84.1056216346916,999,1,
S75-A86,CP18 Cell15,Unknown,1,CD3E,Test,999,0,Pass,0.0174594131105956,999,999,0,
S75-A85,CP18 Cell15,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A96,CP18 Cell15,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A95,CP18 Cell15,Unknown,1,TNF,Test,17.3237415016596,0,Pass,0.0174594131105956,999,88.6999450776398,0,
S75-A94,CP18 Cell15,Unknown,1,RPL13A,Test,16.3765378179155,1,Pass,0.0174594131105956,88.7774223727056,999,1,
S75-A93,CP18 Cell15,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S75-A92,CP18 Cell15,Unknown,1,IRF9,Test,17.3321702344515,1,Pass,0.0174594131105956,87.7639983396717,999,1,
S75-A91,CP18 Cell15,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A01,PD1+ICOS+ Cell6,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A02,PD1+ICOS+ Cell6,Unknown,1,CCR3,Test,14.493901973565,1,Pass,0.0174594131105956,78.0014533011199,999,1,
S21-A03,PD1+ICOS+ Cell6,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A04,PD1+ICOS+ Cell6,Unknown,1,CXCL10,Test,16.3395731029254,1,Pass,0.0174594131105956,80.2933008414114,999,1,
S21-A05,PD1+ICOS+ Cell6,Unknown,1,GSK3A,Test,18.8185592668268,1,Pass,0.0174594131105956,83.3419553385027,999,1,
S21-A06,PD1+ICOS+ Cell6,Unknown,1,IFIT3,Test,14.3894501825283,1,Pass,0.0174594131105956,79.7028679778923,999,1,
S21-A07,PD1+ICOS+ Cell6,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A08,PD1+ICOS+ Cell6,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A09,PD1+ICOS+ Cell6,Unknown,1,ISG15,Test,19.3837338466618,1,Pass,0.0174594131105956,89.2098777626917,999,1,
S21-A10,PD1+ICOS+ Cell6,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A11,PD1+ICOS+ Cell6,Unknown,1,SOCS3,Test,18.8671576021219,1,Pass,0.0174594131105956,86.0729306114721,999,1,
S21-A12,PD1+ICOS+ Cell6,Unknown,1,TNFAIP3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A13,PD1+ICOS+ Cell6,Unknown,1,B2M,Test,11.1563383819795,1,Pass,0.0174594131105956,83.0428651502075,999,1,
S21-A14,PD1+ICOS+ Cell6,Unknown,1,CCR4,Test,15.8604655306422,0,Fail,0.0174594131105956,84.6707525506473,76.2637969003125,0.626451150924808,
S21-A15,PD1+ICOS+ Cell6,Unknown,1,CD40,Test,14.3571062676442,1,Pass,0.0174594131105956,87.5752756625737,999,1,
S21-A16,PD1+ICOS+ Cell6,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A17,PD1+ICOS+ Cell6,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A18,PD1+ICOS+ Cell6,Unknown,1,IFNAR1,Test,27.5656351820924,0,Pass,0.0174594131105956,999,78.6696749160885,0,
S21-A19,PD1+ICOS+ Cell6,Unknown,1,IL21,Test,17.2001767597811,1,Pass,0.0174594131105956,80.6025864917304,999,1,
S21-A20,PD1+ICOS+ Cell6,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A21,PD1+ICOS+ Cell6,Unknown,1,JAK1,Test,14.2570062583543,0,Pass,0.0174594131105956,999,999,0,
S21-A22,PD1+ICOS+ Cell6,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A23,PD1+ICOS+ Cell6,Unknown,1,STAT1,Test,15.0110637683713,1,Pass,0.0174594131105956,81.3167954001478,999,1,
S21-A24,PD1+ICOS+ Cell6,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A25,PD1+ICOS+ Cell6,Unknown,1,BCL2,Test,16.8089277101213,1,Pass,0.0174594131105956,85.4412420524353,999,1,
S21-A26,PD1+ICOS+ Cell6,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A27,PD1+ICOS+ Cell6,Unknown,1,CD44,Test,16.4012152743626,1,Pass,0.0174594131105956,87.042222377615,999,1,
S21-A28,PD1+ICOS+ Cell6,Unknown,1,CXCR3,Test,15.7951618884074,1,Pass,0.0174594131105956,86.2736983576806,999,1,
S21-A29,PD1+ICOS+ Cell6,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A30,PD1+ICOS+ Cell6,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A31,PD1+ICOS+ Cell6,Unknown,1,IL25,Test,14.1510056694257,1,Pass,0.0174594131105956,84.7069279523708,999,1,
S21-A32,PD1+ICOS+ Cell6,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A33,PD1+ICOS+ Cell6,Unknown,1,JAK2,Test,14.3282718881649,1,Pass,0.0174594131105956,77.6144020114406,999,1,
S21-A34,PD1+ICOS+ Cell6,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A35,PD1+ICOS+ Cell6,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A36,PD1+ICOS+ Cell6,Unknown,1,TNFRSF1B,Test,16.6460199086006,1,Pass,0.0174594131105956,85.7957295268756,999,1,
S21-A37,PD1+ICOS+ Cell6,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A38,PD1+ICOS+ Cell6,Unknown,1,CCR6,Test,14.8428384111326,1,Pass,0.0174594131105956,84.6761982785379,999,1,
S21-A39,PD1+ICOS+ Cell6,Unknown,1,CD52,Test,14.4531364073073,1,Pass,0.0174594131105956,79.368220976344,999,1,
S21-A40,PD1+ICOS+ Cell6,Unknown,1,CXCR4,Test,15.2891862550963,1,Pass,0.0174594131105956,81.9271528153438,999,1,
S21-A41,PD1+ICOS+ Cell6,Unknown,1,ICAM1,Test,16.8760076143632,0,Fail,0.0174594131105956,999,89.0160262101143,0,
S21-A42,PD1+ICOS+ Cell6,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A43,PD1+ICOS+ Cell6,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A44,PD1+ICOS+ Cell6,Unknown,1,IRF1,Test,16.7642812666502,1,Pass,0.0174594131105956,83.8057872846258,999,1,
S21-A45,PD1+ICOS+ Cell6,Unknown,1,LY6E,Test,15.5279602578537,1,Pass,0.0174594131105956,84.3458974768818,89.4963750394312,0.898864011612746,
S21-A46,PD1+ICOS+ Cell6,Unknown,1,PTEN,Test,14.3381347297577,1,Pass,0.0174594131105956,79.3477751291046,999,1,
S21-A47,PD1+ICOS+ Cell6,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A48,PD1+ICOS+ Cell6,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A54,PD1+ICOS+ Cell6,Unknown,1,IFNGR1,Test,20.7215629448199,0,Fail,0.0174594131105956,999,78.0950131348769,0,
S21-A53,PD1+ICOS+ Cell6,Unknown,1,ICOS,Test,15.3882411054493,1,Pass,0.0174594131105956,77.8152825219117,999,1,
S21-A52,PD1+ICOS+ Cell6,Unknown,1,FOXP3,Test,24.8245322624427,0,Fail,0.0174594131105956,999,88.5807369949728,0,
S21-A51,PD1+ICOS+ Cell6,Unknown,1,CD53,Test,15.7376153971448,1,Pass,0.0174594131105956,81.1156480764987,999,1,
S21-A50,PD1+ICOS+ Cell6,Unknown,1,CCR7,Test,14.0536256549097,1,Pass,0.0174594131105956,81.4371501120824,999,1,
S21-A49,PD1+ICOS+ Cell6,Unknown,1,C3,Test,19.222009711384,0,Fail,0.0174594131105956,999,86.6137093656068,0,
S21-A60,PD1+ICOS+ Cell6,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A59,PD1+ICOS+ Cell6,Unknown,1,STAT5B,Test,15.3252828855511,0,Fail,0.0174594131105956,999,999,0,
S21-A58,PD1+ICOS+ Cell6,Unknown,1,RAC1,Test,15.639082511347,0,Fail,0.0174594131105956,999,81.6854929929474,0,
S21-A57,PD1+ICOS+ Cell6,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A56,PD1+ICOS+ Cell6,Unknown,1,IRF2,Test,17.0759437002095,1,Pass,0.0174594131105956,81.8446425691754,999,1,
S21-A55,PD1+ICOS+ Cell6,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A66,PD1+ICOS+ Cell6,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A65,PD1+ICOS+ Cell6,Unknown,1,IFI44,Test,12.9391895068758,1,Pass,0.0174594131105956,78.6431215327872,999,1,
S21-A64,PD1+ICOS+ Cell6,Unknown,1,FYN,Test,15.1986228716564,1,Pass,0.0174594131105956,77.5783524426342,999,1,
S21-A63,PD1+ICOS+ Cell6,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A62,PD1+ICOS+ Cell6,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A61,PD1+ICOS+ Cell6,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A72,PD1+ICOS+ Cell6,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A71,PD1+ICOS+ Cell6,Unknown,1,TBX21,Test,21.6457590072054,1,Pass,0.0174594131105956,83.7402580495528,999,1,
S21-A70,PD1+ICOS+ Cell6,Unknown,1,RAC2,Test,13.3525103918498,1,Pass,0.0174594131105956,82.1467214928444,999,1,
S21-A69,PD1+ICOS+ Cell6,Unknown,1,NLRP3,Test,16.0000458655656,1,Pass,0.0174594131105956,83.7614364767727,999,1,
S21-A68,PD1+ICOS+ Cell6,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A67,PD1+ICOS+ Cell6,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A78,PD1+ICOS+ Cell6,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A77,PD1+ICOS+ Cell6,Unknown,1,IFI44L,Test,13.2646826534927,1,Pass,0.0174594131105956,77.6039323880073,999,1,
S21-A76,PD1+ICOS+ Cell6,Unknown,1,GAPDH,Test,15.0566803183793,1,Pass,0.0174594131105956,81.2503671336584,999,1,
S21-A75,PD1+ICOS+ Cell6,Unknown,1,CDC42,Test,14.1926844417524,0,Pass,0.0174594131105956,999,999,0,
S21-A74,PD1+ICOS+ Cell6,Unknown,1,CD28,Test,14.5843435340693,1,Pass,0.0174594131105956,80.291838789019,999,1,
S21-A73,PD1+ICOS+ Cell6,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A84,PD1+ICOS+ Cell6,Unknown,1,ZAP70,Test,16.4559238252339,1,Pass,0.0174594131105956,84.886380599694,999,1,
S21-A83,PD1+ICOS+ Cell6,Unknown,1,TGFBR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A82,PD1+ICOS+ Cell6,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A81,PD1+ICOS+ Cell6,Unknown,1,NR4A1,Test,20.1109880522742,0,Fail,0.0174594131105956,999,91.0567731631666,0,
S21-A80,PD1+ICOS+ Cell6,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A79,PD1+ICOS+ Cell6,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S21-A90,PD1+ICOS+ Cell6,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A89,PD1+ICOS+ Cell6,Unknown,1,IFIT1,Test,14.6588400319004,1,Pass,0.0174594131105956,80.108323278047,999,1,
S21-A88,PD1+ICOS+ Cell6,Unknown,1,GATA3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A87,PD1+ICOS+ Cell6,Unknown,1,CTLA4,Test,14.9720967676728,1,Pass,0.0174594131105956,84.1624050497987,999,1,
S21-A86,PD1+ICOS+ Cell6,Unknown,1,CD3E,Test,13.5114299929393,1,Pass,0.0174594131105956,80.0564307790277,999,1,
S21-A85,PD1+ICOS+ Cell6,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A96,PD1+ICOS+ Cell6,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A95,PD1+ICOS+ Cell6,Unknown,1,TNF,Test,17.9206850060551,0,Pass,0.0174594131105956,999,88.6312826502902,0,
S21-A94,PD1+ICOS+ Cell6,Unknown,1,RPL13A,Test,13.7775933147171,0,Pass,0.0174594131105956,999,89.7064005755884,0,
S21-A93,PD1+ICOS+ Cell6,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S21-A92,PD1+ICOS+ Cell6,Unknown,1,IRF9,Test,14.8012276765944,0,Fail,0.0174594131105956,87.620901812051,82.2651348299059,0.365164815524589,
S21-A91,PD1+ICOS+ Cell6,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A01,CP18 Cell7,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A02,CP18 Cell7,Unknown,1,CCR3,Test,15.221058569144,1,Pass,0.0174594131105956,78.0182233196443,999,1,
S74-A03,CP18 Cell7,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A04,CP18 Cell7,Unknown,1,CXCL10,Test,14.5772411251063,1,Pass,0.0174594131105956,80.1983141940443,999,1,
S74-A05,CP18 Cell7,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A06,CP18 Cell7,Unknown,1,IFIT3,Test,14.9820863134281,1,Pass,0.0174594131105956,79.6882423103083,999,1,
S74-A07,CP18 Cell7,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A08,CP18 Cell7,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A09,CP18 Cell7,Unknown,1,ISG15,Test,25.1602630723298,0,Fail,0.0174594131105956,999,91.5340734929497,0,
S74-A10,CP18 Cell7,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A11,CP18 Cell7,Unknown,1,SOCS3,Test,17.2589080513704,1,Pass,0.0174594131105956,86.3228203239749,999,1,
S74-A12,CP18 Cell7,Unknown,1,TNFAIP3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A13,CP18 Cell7,Unknown,1,B2M,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A14,CP18 Cell7,Unknown,1,CCR4,Test,17.8506257392866,0,Fail,0.0174594131105956,999,76.7325738038678,0,
S74-A15,CP18 Cell7,Unknown,1,CD40,Test,14.3093346524669,1,Pass,0.0174594131105956,87.6439403918959,999,1,
S74-A16,CP18 Cell7,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A17,CP18 Cell7,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A18,CP18 Cell7,Unknown,1,IFNAR1,Test,28.711650356117,0,Pass,0.0174594131105956,999,999,0,
S74-A19,CP18 Cell7,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A20,CP18 Cell7,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A21,CP18 Cell7,Unknown,1,JAK1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A22,CP18 Cell7,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A23,CP18 Cell7,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A24,CP18 Cell7,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A25,CP18 Cell7,Unknown,1,BCL2,Test,16.1740739561682,1,Pass,0.0174594131105956,85.6338093467914,999,1,
S74-A26,CP18 Cell7,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A27,CP18 Cell7,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A28,CP18 Cell7,Unknown,1,CXCR3,Test,16.7135220837275,1,Pass,0.0174594131105956,86.2228041881877,999,1,
S74-A29,CP18 Cell7,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A30,CP18 Cell7,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A31,CP18 Cell7,Unknown,1,IL25,Test,16.5528765922245,1,Pass,0.0174594131105956,84.7110852439129,999,1,
S74-A32,CP18 Cell7,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S74-A33,CP18 Cell7,Unknown,1,JAK2,Test,15.5104158269673,0,Fail,0.0174594131105956,999,999,0,
S74-A34,CP18 Cell7,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A35,CP18 Cell7,Unknown,1,STAT3,Test,17.1815045659791,1,Pass,0.0174594131105956,82.8772818822232,999,1,
S74-A36,CP18 Cell7,Unknown,1,TNFRSF1B,Test,28.3290089489915,0,Fail,0.0174594131105956,999,71.1264044610829,0,
S74-A37,CP18 Cell7,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A38,CP18 Cell7,Unknown,1,CCR6,Test,15.4998533153325,1,Pass,0.0174594131105956,84.6868306824055,999,1,
S74-A39,CP18 Cell7,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A40,CP18 Cell7,Unknown,1,CXCR4,Test,15.1031508134433,1,Pass,0.0174594131105956,81.9608221655404,999,1,
S74-A41,CP18 Cell7,Unknown,1,ICAM1,Test,16.2736992289953,0,Fail,0.0174594131105956,999,89.0814187995769,0,
S74-A42,CP18 Cell7,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A43,CP18 Cell7,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A44,CP18 Cell7,Unknown,1,IRF1,Test,21.9002523017822,0,Pass,0.0174594131105956,999,88.1588628758526,0,
S74-A45,CP18 Cell7,Unknown,1,LY6E,Test,999,0,Fail,0.0174594131105956,999,999,0,
S74-A46,CP18 Cell7,Unknown,1,PTEN,Test,17.8817925521241,1,Pass,0.0174594131105956,79.0285964447982,999,1,
