Chip Run Info,C:\Users\Teyton Lab\Dropbox (Scripps Research)\Teyton Lab\Biomark\SMS Files\20200202-GE-96x96-TNet006-Plate1\ChipRun.bml,1362427237,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2/2/2020 6:20:43 PM,00:30:57,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
S96-A43,Empty2,Unknown,1,IL2RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A44,Empty2,Unknown,1,IRF1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A45,Empty2,Unknown,1,LY6E,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A46,Empty2,Unknown,1,PTEN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A47,Empty2,Unknown,1,STAT4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A48,Empty2,Unknown,1,TRAF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A54,Empty2,Unknown,1,IFNGR1,Test,21.5220889645849,0,Fail,0.0166474523607776,999,78.704606404687,0,
S96-A53,Empty2,Unknown,1,ICOS,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A52,Empty2,Unknown,1,FOXP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A51,Empty2,Unknown,1,CD53,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A50,Empty2,Unknown,1,CCR7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A49,Empty2,Unknown,1,C3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A60,Empty2,Unknown,1,TYK2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A59,Empty2,Unknown,1,STAT5B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A58,Empty2,Unknown,1,RAC1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A57,Empty2,Unknown,1,NFKB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A56,Empty2,Unknown,1,IRF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A55,Empty2,Unknown,1,IL3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A66,Empty2,Unknown,1,IL10,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A65,Empty2,Unknown,1,IFI44,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A64,Empty2,Unknown,1,FYN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A63,Empty2,Unknown,1,CD8A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A62,Empty2,Unknown,1,CD274,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A61,Empty2,Unknown,1,C5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A72,Empty2,Unknown,1,VAV1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A71,Empty2,Unknown,1,TBX21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A70,Empty2,Unknown,1,RAC2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A69,Empty2,Unknown,1,NLRP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A68,Empty2,Unknown,1,IRF4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A67,Empty2,Unknown,1,IL4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A78,Empty2,Unknown,1,IL12RB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A77,Empty2,Unknown,1,IFI44L,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A76,Empty2,Unknown,1,GAPDH,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A75,Empty2,Unknown,1,CDC42,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A74,Empty2,Unknown,1,CD28,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A73,Empty2,Unknown,1,CCR1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A84,Empty2,Unknown,1,ZAP70,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A83,Empty2,Unknown,1,TGFBR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A82,Empty2,Unknown,1,RORC,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A81,Empty2,Unknown,1,NR4A1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A80,Empty2,Unknown,1,IRF7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A79,Empty2,Unknown,1,IL4R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A90,Empty2,Unknown,1,IL17A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A89,Empty2,Unknown,1,IFIT1,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A88,Empty2,Unknown,1,GATA3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A87,Empty2,Unknown,1,CTLA4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A86,Empty2,Unknown,1,CD3E,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A85,Empty2,Unknown,1,CCR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A96,Empty2,Unknown,1,ZEB2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A95,Empty2,Unknown,1,TNF,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A94,Empty2,Unknown,1,RPL13A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A93,Empty2,Unknown,1,PDCD1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S96-A92,Empty2,Unknown,1,IRF9,Test,999,0,Pass,0.0166474523607776,999,999,0,
S96-A91,Empty2,Unknown,1,IL5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A01, 13-21 Cell1,Unknown,1,AIM2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A02, 13-21 Cell1,Unknown,1,CCR3,Test,15.141696100141,0,Pass,0.0166474523607776,999,999,0,
S06-A03, 13-21 Cell1,Unknown,1,CD4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A04, 13-21 Cell1,Unknown,1,CXCL10,Test,14.8662331449659,1,Pass,0.0166474523607776,80.3501573431825,999,1,
S06-A05, 13-21 Cell1,Unknown,1,GSK3A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A06, 13-21 Cell1,Unknown,1,IFIT3,Test,15.0689907463392,1,Pass,0.0166474523607776,79.8773049788178,999,1,
S06-A07, 13-21 Cell1,Unknown,1,IL2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A08, 13-21 Cell1,Unknown,1,IL5RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A09, 13-21 Cell1,Unknown,1,ISG15,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A10, 13-21 Cell1,Unknown,1,PPARA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A11, 13-21 Cell1,Unknown,1,SOCS3,Test,18.0926343810348,1,Pass,0.0166474523607776,86.6879017788181,999,1,
S06-A12, 13-21 Cell1,Unknown,1,TNFAIP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A13, 13-21 Cell1,Unknown,1,B2M,Test,16.9959302993818,1,Pass,0.0166474523607776,83.2393990063175,999,1,
S06-A14, 13-21 Cell1,Unknown,1,CCR4,Test,16.7701825996129,0,Fail,0.0166474523607776,999,76.693410745762,0,
S06-A15, 13-21 Cell1,Unknown,1,CD40,Test,15.9548124236339,1,Pass,0.0166474523607776,87.9264492158452,999,1,
S06-A16, 13-21 Cell1,Unknown,1,CXCL9,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A17, 13-21 Cell1,Unknown,1,GSK3B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A18, 13-21 Cell1,Unknown,1,IFNAR1,Test,27.8445497766744,0,Fail,0.0166474523607776,999,999,0,
S06-A19, 13-21 Cell1,Unknown,1,IL21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A20, 13-21 Cell1,Unknown,1,IL7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A21, 13-21 Cell1,Unknown,1,JAK1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A22, 13-21 Cell1,Unknown,1,PPARG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A23, 13-21 Cell1,Unknown,1,STAT1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A24, 13-21 Cell1,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A25, 13-21 Cell1,Unknown,1,BCL2,Test,18.9770249219096,1,Pass,0.0166474523607776,85.8476439904508,999,1,
S06-A26, 13-21 Cell1,Unknown,1,CCR5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A27, 13-21 Cell1,Unknown,1,CD44,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A28, 13-21 Cell1,Unknown,1,CXCR3,Test,17.0427792184766,1,Pass,0.0166474523607776,86.6669769059193,999,1,
S06-A29, 13-21 Cell1,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A30, 13-21 Cell1,Unknown,1,IFNAR2,Test,999,0,Pass,0.0166474523607776,999,999,0,
S06-A31, 13-21 Cell1,Unknown,1,IL25,Test,15.2738389295783,1,Pass,0.0166474523607776,84.9540303311979,999,1,
S06-A32, 13-21 Cell1,Unknown,1,IL7R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A33, 13-21 Cell1,Unknown,1,JAK2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A34, 13-21 Cell1,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A35, 13-21 Cell1,Unknown,1,STAT3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A36, 13-21 Cell1,Unknown,1,TNFRSF1B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A37, 13-21 Cell1,Unknown,1,BCL6,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A38, 13-21 Cell1,Unknown,1,CCR6,Test,15.0190030438273,1,Pass,0.0166474523607776,84.9606920731962,999,1,
S06-A39, 13-21 Cell1,Unknown,1,CD52,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A40, 13-21 Cell1,Unknown,1,CXCR4,Test,16.6408118096568,0,Fail,0.0166474523607776,999,999,0,
S06-A41, 13-21 Cell1,Unknown,1,ICAM1,Test,15.6976602692976,0,Fail,0.0166474523607776,999,89.5836316530918,0,
S06-A42, 13-21 Cell1,Unknown,1,IFNG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A43, 13-21 Cell1,Unknown,1,IL2RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A44, 13-21 Cell1,Unknown,1,IRF1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A45, 13-21 Cell1,Unknown,1,LY6E,Test,17.6576706389721,0,Fail,0.0166474523607776,999,90.295108773861,0,
S06-A46, 13-21 Cell1,Unknown,1,PTEN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A47, 13-21 Cell1,Unknown,1,STAT4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A48, 13-21 Cell1,Unknown,1,TRAF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A54, 13-21 Cell1,Unknown,1,IFNGR1,Test,24.4845050753946,0,Fail,0.0166474523607776,999,77.9377385312724,0,
S06-A53, 13-21 Cell1,Unknown,1,ICOS,Test,25.575434063916,0,Fail,0.0166474523607776,999,79.1773255337506,0,
S06-A52, 13-21 Cell1,Unknown,1,FOXP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A51, 13-21 Cell1,Unknown,1,CD53,Test,999,0,Pass,0.0166474523607776,999,999,0,
S06-A50, 13-21 Cell1,Unknown,1,CCR7,Test,15.1952329793127,1,Pass,0.0166474523607776,81.8291893430379,999,1,
S06-A49, 13-21 Cell1,Unknown,1,C3,Test,21.6344013171716,0,Fail,0.0166474523607776,999,87.0196055382302,0,
S06-A60, 13-21 Cell1,Unknown,1,TYK2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A59, 13-21 Cell1,Unknown,1,STAT5B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A58, 13-21 Cell1,Unknown,1,RAC1,Test,17.6106529732092,0,Fail,0.0166474523607776,999,89.9460968861901,0,
S06-A57, 13-21 Cell1,Unknown,1,NFKB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A56, 13-21 Cell1,Unknown,1,IRF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A55, 13-21 Cell1,Unknown,1,IL3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A66, 13-21 Cell1,Unknown,1,IL10,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A65, 13-21 Cell1,Unknown,1,IFI44,Test,14.5293844811361,1,Pass,0.0166474523607776,79.7404128152008,999,1,
S06-A64, 13-21 Cell1,Unknown,1,FYN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A63, 13-21 Cell1,Unknown,1,CD8A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A62, 13-21 Cell1,Unknown,1,CD274,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A61, 13-21 Cell1,Unknown,1,C5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A72, 13-21 Cell1,Unknown,1,VAV1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A71, 13-21 Cell1,Unknown,1,TBX21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A70, 13-21 Cell1,Unknown,1,RAC2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A69, 13-21 Cell1,Unknown,1,NLRP3,Test,17.2480220466657,0,Fail,0.0166474523607776,999,999,0,
S06-A68, 13-21 Cell1,Unknown,1,IRF4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A67, 13-21 Cell1,Unknown,1,IL4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A78, 13-21 Cell1,Unknown,1,IL12RB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A77, 13-21 Cell1,Unknown,1,IFI44L,Test,20.8078480632023,0,Fail,0.0166474523607776,999,82.7082297264347,0,
S06-A76, 13-21 Cell1,Unknown,1,GAPDH,Test,16.2875906266395,1,Pass,0.0166474523607776,81.55192474572,999,1,
S06-A75, 13-21 Cell1,Unknown,1,CDC42,Test,14.8603873034496,1,Pass,0.0166474523607776,78.1543294161373,71.9282042268576,0.939956573396655,
S06-A74, 13-21 Cell1,Unknown,1,CD28,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A73, 13-21 Cell1,Unknown,1,CCR1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A84, 13-21 Cell1,Unknown,1,ZAP70,Test,999,0,Pass,0.0166474523607776,999,999,0,
S06-A83, 13-21 Cell1,Unknown,1,TGFBR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A82, 13-21 Cell1,Unknown,1,RORC,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A81, 13-21 Cell1,Unknown,1,NR4A1,Test,20.0617408614376,0,Fail,0.0166474523607776,999,91.3911534738717,0,
S06-A80, 13-21 Cell1,Unknown,1,IRF7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A79, 13-21 Cell1,Unknown,1,IL4R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A90, 13-21 Cell1,Unknown,1,IL17A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A89, 13-21 Cell1,Unknown,1,IFIT1,Test,15.0586948162748,0,Pass,0.0166474523607776,999,999,0,
S06-A88, 13-21 Cell1,Unknown,1,GATA3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A87, 13-21 Cell1,Unknown,1,CTLA4,Test,14.5790070126154,1,Pass,0.0166474523607776,84.1523825066726,999,1,
S06-A86, 13-21 Cell1,Unknown,1,CD3E,Test,999,0,Pass,0.0166474523607776,999,999,0,
S06-A85, 13-21 Cell1,Unknown,1,CCR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A96, 13-21 Cell1,Unknown,1,ZEB2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A95, 13-21 Cell1,Unknown,1,TNF,Test,17.6066822505713,0,Fail,0.0166474523607776,999,88.8729728535544,0,
S06-A94, 13-21 Cell1,Unknown,1,RPL13A,Test,18.1667624823243,1,Pass,0.0166474523607776,89.0656430224015,999,1,
S06-A93, 13-21 Cell1,Unknown,1,PDCD1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S06-A92, 13-21 Cell1,Unknown,1,IRF9,Test,16.004933988912,1,Pass,0.0166474523607776,87.910967696464,999,1,
S06-A91, 13-21 Cell1,Unknown,1,IL5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A01,CP13 Cell8,Unknown,1,AIM2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A02,CP13 Cell8,Unknown,1,CCR3,Test,14.1228573744934,1,Pass,0.0166474523607776,77.9959625977343,999,1,
S95-A03,CP13 Cell8,Unknown,1,CD4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A04,CP13 Cell8,Unknown,1,CXCL10,Test,14.7016321423137,1,Pass,0.0166474523607776,80.2073209454835,999,1,
S95-A05,CP13 Cell8,Unknown,1,GSK3A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A06,CP13 Cell8,Unknown,1,IFIT3,Test,14.7697770774723,1,Pass,0.0166474523607776,79.7785162016384,999,1,
S95-A07,CP13 Cell8,Unknown,1,IL2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A08,CP13 Cell8,Unknown,1,IL5RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A09,CP13 Cell8,Unknown,1,ISG15,Test,27.1285077359211,0,Fail,0.0166474523607776,999,999,0,
S95-A10,CP13 Cell8,Unknown,1,PPARA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A11,CP13 Cell8,Unknown,1,SOCS3,Test,18.6951299765594,1,Pass,0.0166474523607776,86.3904316901894,999,1,
S95-A12,CP13 Cell8,Unknown,1,TNFAIP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A13,CP13 Cell8,Unknown,1,B2M,Test,999,0,Pass,0.0166474523607776,999,999,0,
S95-A14,CP13 Cell8,Unknown,1,CCR4,Test,17.5496455881608,0,Fail,0.0166474523607776,999,76.6390732818929,0,
S95-A15,CP13 Cell8,Unknown,1,CD40,Test,14.6089732023969,1,Pass,0.0166474523607776,87.8048826464497,999,1,
S95-A16,CP13 Cell8,Unknown,1,CXCL9,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A17,CP13 Cell8,Unknown,1,GSK3B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A18,CP13 Cell8,Unknown,1,IFNAR1,Test,23.3106005926434,0,Fail,0.0166474523607776,999,78.703711727972,0,
S95-A19,CP13 Cell8,Unknown,1,IL21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A20,CP13 Cell8,Unknown,1,IL7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A21,CP13 Cell8,Unknown,1,JAK1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A22,CP13 Cell8,Unknown,1,PPARG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A23,CP13 Cell8,Unknown,1,STAT1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A24,CP13 Cell8,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A25,CP13 Cell8,Unknown,1,BCL2,Test,15.8772387569432,1,Pass,0.0166474523607776,85.7990945548978,999,1,
S95-A26,CP13 Cell8,Unknown,1,CCR5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A27,CP13 Cell8,Unknown,1,CD44,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A28,CP13 Cell8,Unknown,1,CXCR3,Test,16.9645141652717,1,Pass,0.0166474523607776,86.5841044846415,999,1,
S95-A29,CP13 Cell8,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A30,CP13 Cell8,Unknown,1,IFNAR2,Test,999,0,Pass,0.0166474523607776,999,999,0,
S95-A31,CP13 Cell8,Unknown,1,IL25,Test,14.1572606505131,1,Pass,0.0166474523607776,84.8775404567369,999,1,
S95-A32,CP13 Cell8,Unknown,1,IL7R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A33,CP13 Cell8,Unknown,1,JAK2,Test,14.9333661430098,0,Fail,0.0166474523607776,999,78.1146976276821,0,
S95-A34,CP13 Cell8,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A35,CP13 Cell8,Unknown,1,STAT3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A36,CP13 Cell8,Unknown,1,TNFRSF1B,Test,26.1853601764408,0,Fail,0.0166474523607776,999,71.154593071188,0,
S95-A37,CP13 Cell8,Unknown,1,BCL6,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A38,CP13 Cell8,Unknown,1,CCR6,Test,14.3925121006253,1,Pass,0.0166474523607776,84.8228454216648,999,1,
S95-A39,CP13 Cell8,Unknown,1,CD52,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A40,CP13 Cell8,Unknown,1,CXCR4,Test,15.6485096275931,0,Fail,0.0166474523607776,999,999,0,
S95-A41,CP13 Cell8,Unknown,1,ICAM1,Test,15.399345516098,0,Fail,0.0166474523607776,999,89.3287937577209,0,
S95-A42,CP13 Cell8,Unknown,1,IFNG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A43,CP13 Cell8,Unknown,1,IL2RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A44,CP13 Cell8,Unknown,1,IRF1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S95-A45,CP13 Cell8,Unknown,1,LY6E,Test,18.0965857624885,0,Fail,0.0166474523607776,999,90.1417671333998,0,
